Decisao;Tipo
ISSO POSTO, conheço dos EMBARGOS DE DECLARAÇÃO opostos pelo ESTADO DE MS, pois tempestivos, contudo, REJEITO-OS, visto que não há na decisão prolatada vícios a serem sanados por este Juízo. No mais, cumpra-se o já determinado à p. 36.;0
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
ISSO POSTO, acolhe-se o pedido de extinção do feito de p. 157, e com a perda de objeto e de interesse processual e recursal deixa-se de dar processamento ao recurso antes deduzido pela parte Autora e com fundamento nos arts. 485, VI e IX c/c 493 todos do CPC, JULGO EXTINTA, sem resolução do mérito, a presente Ação proposta por Sista Domingues Bartoloti contra o Município de Campo Grande/MS, já qualificados.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado  na presente ação que move contra Estado de Mato Grosso do Sul e outro, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora o medicamento declinado na exordial e denominado de Seroquel 200mg, o que deve ser efetivado no prazo de até 45 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito.;1
Logo, indefere-se o pedido de suspensão da lide como requerido pela parte demandante. No mais, cumpra-se a decisão já proferida nos autos dando-se prosseguimento ao feito, inclusive com a citação da parte demandada.;0
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. E, ao que consta, já apresentado contrarrazões. 4. Logo, no prazo de 05 dias as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas informações ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Ademais, quanto ao indicado 'recurso' à p. 112 tem-se em breve consulta ao SAJ que o procedimento nem fora inicialmente conhecido pelo i. Relator. Assim, ao Cartório para juntar aos autos cópia da aludida decisão. 4. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 5. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 6. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido e da argumentação já expendida na sentença. 2. Defere-se a AJG à parte autora.;1
3. ISSO POSTO, desde logo, recebe-se a emenda à exordial de pp. 255/258. Anote-se o novo valor atirbuído à causa. Outrossim, INDEFERE-SE a tutela requerida por anonimizado  Ribeiro na presente ação que move contra Município de Campo Grande/MS e outro, já qualificados. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito.;0
Assim, indefere-se a alteração da pretensão da lide como requerido à p. 68. No mais, diga a parte autora quanto ao efetivo interesse no prosseguimento do feito, 10 dias.;0
1. À vista do agravo de instrumento interposto, tem-se que a decisão atacada não cabe ser alterada, de modo que se mantém a mesma diante de seus próprios e jurídicos fundamentos. No mais, aguarde-se a decisão do AI. E, em 30 dias, certifique-se quanto ao julgamento/andamento.;0
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso. 6. Por fim, com relação a certidão de p. 131 tem-se que em breve consulta ao SAJ o aludido 'recurso' já fora inicialmente apreciado pela Relatora e nem fora conhecido. Logo, junte o Cartório cópia da aludida decisão aos autos.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado imarães na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado .;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado  de Vargas na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora a suplementação alimentar inclusive frascos e equipos -, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, o que deve ser efetivado no prazo de 45 dias. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado ra de Vargas';1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado  de   na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado e  .;1
3. ISSO POSTO, DEFERE-SE PARCIALMENTE a tutela requerida por anonimizado inda Veríssimo na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, bem como a suplementação alimentar, com limitação de 12 (doze) latas por mês, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, o que deve ser efetivado no prazo de 45 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado '.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado Teixeira na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se como curador provisório da parte autora a pessoa de anonimizado a Teixeira.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado o da    na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado da   '.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado rais na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado  de Morais Júnior' .;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado sente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado '.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado e Vargas na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora o medicamento declinado na exordial e denominado de Ácido Valpróico 500mg, o que deve ser efetivado no prazo de até 45 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito.;1
3. ISSO POSTO, DEFERE-SE PARCIALMENTE a tutela requerida por anonimizado rio Villanueva na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas infantis pugnadas exordial, com limitação de 03 unidades por dia (90 por mês), o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado a presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado 1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado    na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 03 unidades por dia (90 por mês), o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado    '.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado a presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia (120/mês), o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado Ferreira'.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado reira na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado  de Medeiros.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado el na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora a suplementação alimentar inclusive frascos e equipos -, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, o que deve ser efetivado no prazo de 45 dias. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado  Montiel    Lima.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado s na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora a suplementação alimentar requerida, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, o que deve ser efetivado no prazo de até 45 dias. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se como curador provisório da parte autora a pessoa de anonimizado  Chaves'.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado resente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 03 unidades por dia (90/mês), o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado  Nunes.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. Outrossim, quanto ao 'recurso' de p. 107 ao que consta do SAJ o mesmo nem fora inicialmente conhecido pelo Relator. Ao cartório para juntar a aludida decisão. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado iro da    na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado offmam.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado a presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, e para fins de instrução da lide, intime-se ainda a parte autora para que, no prazo de 15 dias, junte aos autos seus comprovantes de rendas bem como do cônjuge/companheiro(a) assim como de documentos e despesas ordinárias dos últimos dois (02) meses pessoais e familiares, aptos a corroborar sua alegada condição de hipossuficiência (contas de água, luz, internet/net, celular/telefone, mercado, farmácia, despesas de transporte, boletos mensais, financiamentos, aluguel, declaração de IR entre outros).;1
1. Recebe-se o recurso inominado deduzido nos autos no seu efeito devolutivo, inclusive diante do teor do já decidido. 2. Defere-se a AJG à parte autora. 3. Intime-se a parte recorrida, para, querendo, no prazo de 10 dias, apresentar contrarrazões, nos termos do art. 42, § 2º da Lei 9.099/95. 4. No mesmo prazo, as partes deverão se manifestar se há oposição ao julgamento virtual, nos termos do art. 74 da Resolução nº 223, de 21.08.2019. 5. E, vindas essas ou transcorrido o prazo, então, remeta-se o recurso à Colenda Turma Recursal para análise e processamento do recurso.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado e   na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado eira.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado resente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, o que deve ser efetivado no prazo de até 60 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado lgado.;1
3. ISSO POSTO, DEFERE-SE em parte a tutela requerida por anonimizado is na presente ação que move contra Município de Campo Grande/MS, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 03 unidades por dia (90 mensais), bem como a suplementação alimentar pugnada na prefacial nos termos como consignado no bojo da decisão de 25 litros de dieta enteral industrializada e 01 pote de módulo de proteína inclusive frascos e equipos, 25 de cada - podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, o que deve ser efetivado no prazo de 45 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado    Garcia'.;1
3. ISSO POSTO, DEFERE-SE a tutela requerida por anonimizado s na presente ação que move contra Estado de Mato Grosso do Sul, já qualificados, para o fim de determinar à parte demandada que disponibilize à parte autora as fraldas geriátricas pugnadas exordial, com limitação de 04 unidades por dia, bem como a suplementação alimentar nos termos pugnados na prefacial inclusive frascos e equipos -, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, o que deve ser efetivado no prazo de 45 dias após a intimação. Logo, intime-se e cite-se a parte demandada via mandado - da presente decisão, bem como para contestar a presente ação no prazo de 30 (trinta dias), cabendo no mesmo prazo manifestar-se acerca do julgamento antecipado do mérito. E, com a sobrevinda da resposta/peça defensiva, intime-se a parte autora para apresentar impugnação no prazo de 15 (quinze) dias, bem como para se manifestar acerca do julgamento antecipado do mérito. No mais, nomeia-se nestes autos como curador provisório da parte autora a pessoa de anonimizado e Araújo  .;1
